,Age,MP,Min,GA,GA90,SoTA,Saves,Save%,CS,CS%,PKatt,PKA,PKsv,PKm,PKSave%,W,D,L,Performance_Score,Team_Alavés,Team_Angers,Team_Arsenal,Team_Aston Villa,Team_Atalanta,Team_Athletic Club,Team_Atlético Madrid,Team_Augsburg,Team_Auxerre,Team_Barcelona,Team_Bayern Munich,Team_Betis,Team_Bochum,Team_Bologna,Team_Bournemouth,Team_Brentford,Team_Brest,Team_Brighton,Team_Cagliari,Team_Celta Vigo,Team_Como,Team_Crystal Palace,Team_Dortmund,Team_Eint Frankfurt,Team_Empoli,Team_Espanyol,Team_Everton,Team_Fiorentina,Team_Freiburg,Team_Fulham,Team_Genoa,Team_Getafe,Team_Girona,Team_Gladbach,Team_Heidenheim,Team_Hellas Verona,Team_Hoffenheim,Team_Inter,Team_Juventus,Team_Lazio,Team_Lecce,Team_Lens,Team_Lille,Team_Liverpool,Team_Lyon,Team_Mainz 05,Team_Mallorca,Team_Manchester City,Team_Manchester Utd,Team_Marseille,Team_Milan,Team_Monaco,Team_Monza,Team_Nantes,Team_Napoli,Team_Newcastle Utd,Team_Nott'ham Forest,Team_Osasuna,Team_Paris S-G,Team_Parma,Team_Rayo Vallecano,Team_Real Madrid,Team_Real Sociedad,Team_Reims,Team_Rennes,Team_Roma,Team_Sevilla,Team_St. Pauli,Team_Strasbourg,Team_Stuttgart,Team_Torino,Team_Tottenham,Team_Toulouse,Team_Udinese,Team_Valencia,Team_Venezia,Team_Villarreal,Team_Werder Bremen,Team_West Ham,Team_Wolfsburg,Team_Wolves,Nation_ARG,Nation_BEL,Nation_BFA,Nation_BIH,Nation_BRA,Nation_CIV,Nation_CMR,Nation_COL,Nation_CZE,Nation_ENG,Nation_ESP,Nation_FRA,Nation_GEO,Nation_GER,Nation_GRE,Nation_GUF,Nation_IDN,Nation_IRL,Nation_ISL,Nation_ISR,Nation_ITA,Nation_JPN,Nation_MKD,Nation_MTQ,Nation_NED,Nation_NGA,Nation_NOR,Nation_POL,Nation_POR,Nation_ROU,Nation_SEN,Nation_SRB,Nation_SUI,Nation_SVK,Nation_SVN,Nation_SWE,Nation_TUR,Nation_UKR
12,-0.2312517088147045,1.407468849335144,1.418303327978697,1.3962692429532058,-0.003522784942243744,1.2541524137358904,1.1990905267805316,-0.2889850443348926,1.39515529669955,0.01516962555850535,-0.21506804485039593,-0.45565581214201606,0.6116648994275263,-0.29201253026104435,1.3330735879629612,0.8763365052092867,2.270639341746959,0.7681348704286798,-0.10476778275587313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.7140107505738694,-0.8958549840413736,-0.8842864286589541,-0.43213284685621906,2.1467851438036125,-0.6616569354684483,-0.730764823616433,-0.7699660966343954,-1.202836428714364,-1.0730627327697302,-0.21506804485039593,0.02040249905113508,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,-1.2250237576114007,-0.9428626815652222,-0.0949380176934323,-1.106762044726535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,-0.7038829385089914,-0.6729526775855816,-0.6614551618875685,-0.7010155071223109,-0.2797091244141888,-0.6961760228414995,-0.7060230883549335,-0.20573832374459483,-0.2581121649274862,0.4331412233939177,-0.6275273089470458,-0.9317141233351671,0.6116648994275263,-0.29201253026104435,3.2320001697868412,-0.09352207763103056,-0.695670218233516,-0.9580109058155443,0.23448024933772443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,-1.6491453978975652,-0.970155752859971,-0.9585635175827493,-0.7547920391755293,0.9631294032095632,-0.7824737412741273,-0.730764823616433,-0.39073103616748045,-0.9666553627676445,-0.4442225810714072,-1.0399865730436957,-0.9317141233351671,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,-1.0633806604713478,-1.1900551448969283,-0.2675525953178547,-0.47968863458486083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.9503263654210129,1.407468849335144,1.418303327978697,1.5575988391128608,0.15429798047029586,1.4094883069146205,1.3227992030880293,-0.17798941688116096,-0.021931098980766728,-0.5760154272357264,0.6098504833429037,0.4964608102442862,0.6116648994275263,-0.29201253026104435,0.3836102970510212,1.1996226994893926,1.0346770250884274,1.285978603301947,-0.4936901760318371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.7140107505738694,1.3331680805165467,1.2317853046811669,1.0736100506338955,-0.14161595467821628,1.1160760642436858,1.075381850473034,-0.07624342504857438,0.6866120988593916,-0.2597125964413603,-0.21506804485039593,-0.45565581214201606,0.6116648994275263,-0.29201253026104435,1.3330735879629612,1.684551990909551,1.0346770250884274,0.5955202928042573,-0.22075330690900016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1.6592732099624432,-1.2673588281343604,-1.2556718732779302,-1.2387808276544947,-0.6742610379455385,-1.1104050713181133,-1.0276656467544276,1.366699731849933,-1.202836428714364,-1.0730627327697302,-1.0399865730436957,-0.9317141233351671,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,-1.2250237576114007,-0.695670218233516,-1.1306254834399667,-0.21114790320853316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.00506390603243898,1.1102657740607547,1.1211949722835162,1.019833518580677,-0.10216076332508128,0.9434806273784301,0.8774479683810376,-0.08549306066971814,0.9227931648061111,-0.07520261181131346,0.6098504833429037,0.4964608102442862,0.6116648994275263,-0.29201253026104435,0.3836102970510212,0.39140721378912813,1.0346770250884274,1.4585931809263692,-0.08978787243504945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.7140107505738694,-0.45005037112978963,-0.49639496427913476,-0.37835631480300064,0.2529359588531334,-0.471801954916667,-0.4833474710014376,-0.1687397812600172,-0.4942932308742056,-0.13168526016745027,-0.21506804485039593,0.02040249905113508,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,-0.41680827191113634,-0.20128529157010358,-0.6127817505666995,-0.16797745506019646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.7140107505738694,-0.45005037112978963,-0.49639496427913476,-0.37835631480300064,0.2529359588531334,-0.471801954916667,-0.4833474710014376,-0.1687397812600172,-0.4942932308742056,-0.13168526016745027,-0.21506804485039593,0.02040249905113508,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,-0.41680827191113634,-0.20128529157010358,-0.6127817505666995,-0.16797745506019646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.4776951357267259,1.407468849335144,1.418303327978697,1.019833518580677,-0.35861950712045887,1.4785264816607229,1.5949582909645246,0.29374199979719684,1.6313363626462694,0.11683839259955169,-0.21506804485039593,-0.9317141233351671,1.8010133149810499,-0.29201253026104435,3.2320001697868412,0.553050310929181,2.5178318050786648,0.9407494480531021,0.20837606303881398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.9503263654210129,0.6644611611491705,0.675532438740745,0.5358447301017117,-0.1810711460313513,0.7363661031401232,0.8279644978580385,0.17349673672232147,0.6866120988593916,0.0038730958872780987,-0.21506804485039593,-0.45565581214201606,0.6116648994275263,-0.29201253026104435,1.3330735879629612,0.8763365052092867,0.29309963509330883,0.42290571517983494,0.07618052858049794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,-1.412829783050422,-1.2673588281343604,-1.284557407859406,-1.2387808276544947,-0.2007987417079188,-1.2657409644968434,-1.225599528846424,-1.8336741930659877,-0.9666553627676445,2.6924471576393896,-1.0399865730436957,-0.9317141233351671,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,-1.2250237576114007,-1.1900551448969283,-0.9580109058155443,1.2325035468547227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.00506390603243898,1.407468849335144,1.418303327978697,0.4820681980484933,-0.8912645903877808,0.7363661031401232,0.8279644978580385,0.4047376272509285,1.8675174285929887,0.21474164975018886,0.19739121924625389,0.4964608102442862,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,2.007838185189657,2.270639341746959,-0.4401671729422771,0.321613489192076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.7140107505738694,0.7387619299677679,0.748984226676498,1.2349396467935505,0.6277602767079156,0.6845874720805465,0.4073549984125462,-0.6127222910749424,0.45043103291267217,-0.1655748491811323,1.847228275632853,1.4485774326305882,1.8010133149810499,-0.29201253026104435,0.5203330109423405,0.553050310929181,0.04590717176160264,1.1133640256775246,-0.374153073433913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.9503263654210129,1.407468849335144,1.418303327978697,1.127386582687114,-0.2599815287376213,1.513045569033774,1.6444417614875237,0.3769887203874959,1.8675174285929887,0.21474164975018886,0.19739121924625389,0.4964608102442862,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,1.8461950880496039,0.7874845617567213,0.7681348704286798,0.31268641844220707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.1866419802681563,-1.2673588281343604,-1.2556718732779302,-1.2925573597077131,-1.660640821773913,-1.2657409644968434,-1.225599528846424,0.47873471222008246,-0.9666553627676445,0.8096922124348297,-1.0399865730436957,-0.9317141233351671,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,-0.901737563331295,-1.1900551448969283,-1.1306254834399667,0.7866916301218486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,-0.7038829385089914,-1.0444565216785684,-1.0328406065065445,-1.0774512314948395,-0.6742610379455385,-0.9032905470798063,-0.8049900294009317,0.9412164932772965,-0.9666553627676445,-0.31996075468790625,-1.0399865730436957,-0.9317141233351671,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,-0.901737563331295,-0.695670218233516,-0.9580109058155443,0.1572992909585786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,-1.6491453978975652,1.2588673116979492,1.2697491501311067,1.7727049673257342,0.5291222983250785,1.1333356079302113,0.8527062331195381,-0.3814814005463354,0.45043103291267217,-0.342553814030361,2.672146803826153,3.352810677403193,-0.5776835161259971,-0.29201253026104435,-0.5658529938609188,1.0379796023493397,2.0234468784152524,0.42290571517983494,-0.4105626730524278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
