GA,Command_index,Market_Value_Numeric,GA90,Save_consistency,League_strength,Shot_stopping_index,PKatt,Adj_GA90,Starts,MP,Goals_prevented,Saves_per_90,Mins_per_match,L,90s,Experience,W,SoTA,CS,D,Adj_save%,Born,Min,Top_team_experience,Market_value_driver,Age,Shots_faced_per_90,PKA,Saves
31,0.43239067798555264,1500000.0,1.07,0.9955342839157785,0.80946,0.6407664616840113,4,1.3218689002544908,29,29,6.438000000000006,2.8275862068965516,90.0,11,29.0,7.8674885686991285,8,111,10,10,0.60547608,1993,2610.0,0,1.9868096448256178,31,3.8275862068965516,3,82
41,0.4477536927117734,25000000.0,1.12,0.9993766018707574,,0.5395731315042573,2,,37,37,2.176000000000002,2.650273224043716,89.02702702702703,11,36.6,8.100161446936607,17,136,12,9,,1995,3294.0,0,,29,3.715846994535519,1,97
7,0.4011937557392103,10000000.0,0.78,0.9964158046980317,0.80946,0.5639548722800378,0,0.9636053665406569,9,9,1.3770000000000011,2.2222222222222223,90.0,1,9.0,6.028441248703872,3,27,4,5,0.5998098599999999,2001,810.0,0,1.58431689397359,22,3.0,0,20
3,0.4400826446280992,,0.6,0.9891002111199043,,0.594830463576159,0,,5,5,1.3439999999999996,2.2,90.0,0,5.0,6.111467339502679,4,14,3,1,,1998,450.0,0,,26,2.8,0,11
25,0.5573110352368633,,0.75,0.9989137825040609,0.80946,0.5674956953642386,4,0.9265436216737084,34,34,2.016000000000011,1.7664670658682635,88.38235294117646,4,33.4,8.00836557031292,21,84,16,9,0.5779544400000001,1997,3005.0,0,2.0205703662492835,27,2.51497005988024,1,59
42,0.5232044299336218,16000000.0,1.14,0.991245874033856,0.80946,0.8027403027436141,7,1.4083463049440368,37,37,14.705000000000013,3.4864864864864864,90.0,13,37.0,8.11102783819368,10,173,10,14,0.6273314999999999,1997,3330.0,0,2.1149117810824065,27,4.675675675675675,3,129
64,0.42036491440888624,2000000.0,1.78,0.9956597157140542,0.80946,0.18402317880794739,4,2.1989968621056013,36,36,-12.074999999999992,2.6944444444444446,90.0,20,36.0,8.083637203141548,9,161,8,7,0.4978179,1996,3240.0,0,1.8671727818133128,28,4.472222222222222,2,97
0,0.5400826446280992,3500000.0,0.0,0.9076506200815612,0.80946,0.7234626300851466,0,0.0,1,1,1.2400000000000002,4.0,90.0,0,1.0,4.51085950651685,1,4,1,0,0.80946,1994,90.0,0,1.371350482990196,30,4.0,0,4
40,0.33008264462809916,7500000.0,1.6,0.9999356152070316,0.80946,0.4138168401135288,5,1.9766263929039114,25,25,-1.8700000000000017,2.92,90.0,15,25.0,7.719129840906732,6,110,4,4,0.5447665799999999,1999,2250.0,0,1.8521285233781064,24,4.4,4,73
0,0.5400826446280992,150000.0,0.0,0.9076506200815612,0.80946,0.71759697256386,0,0.0,1,1,0.9300000000000002,3.0,90.0,0,1.0,3.698904795343817,1,3,1,0,0.80946,1985,90.0,0,1.2069065606231393,38,3.0,0,3
3,0.2900826446280992,500000.0,3.0,0.9880394461803513,0.80946,0.2876384105960266,0,3.7061744866948336,1,1,-0.8329999999999992,4.0,90.0,1,1.0,4.51085950651685,0,7,0,0,0.46220166,1992,90.0,0,1.156312006169004,31,7.0,0,4
3,0.3734159779614325,,1.0,0.9891002111199043,0.80946,0.564830463576159,0,1.2353914955649445,3,3,1.3439999999999996,3.6666666666666665,90.0,0,3.0,4.929864562374137,2,14,1,1,0.6362355599999999,1988,270.0,0,1.357963569216841,36,4.666666666666667,0,11
2,0.2900826446280992,400000.0,1.0,0.9815831924866717,0.80946,0.5788414380321665,0,1.2353914955649445,2,2,1.408,4.5,90.0,1,2.0,5.198497031265826,1,11,0,0,0.66213828,1995,180.0,0,1.3957605707214482,29,5.5,0,9
3,0.4400826446280992,2500000.0,0.6,0.9828805861575296,0.80946,0.6174374645222327,0,0.7412348973389667,5,5,1.968,2.6,90.0,0,5.0,6.111467339502679,2,16,3,3,0.6580909799999999,1992,450.0,1,1.729363241640342,31,3.2,0,13
17,0.32054651279983876,,2.08,0.9838740928900453,,0.2666947965941344,0,,8,9,-5.206,2.682926829268293,81.77777777777777,5,8.2,5.942329102970402,1,38,1,2,,2001,736.0,0,,22,4.634146341463415,0,22
42,0.3331860929039613,3000000.0,1.45,0.9912369069860446,0.80946,0.2467500946073798,4,1.7913176685691696,29,29,-9.475999999999988,1.793103448275862,90.0,8,29.0,7.8674885686991285,15,92,5,6,0.47515302000000004,1994,2610.0,0,1.8241027700783992,30,3.1724137931034484,4,52
18,0.35674931129476584,2500000.0,1.2,0.992319714581358,,0.6147617786187323,3,,15,15,5.135000000000004,3.1333333333333333,90.0,6,15.0,7.208600337960199,2,65,4,7,,1997,1350.0,0,,27,4.333333333333333,3,47
14,0.38181818181818183,1500000.0,1.19,0.9526169965091819,0.80946,0.28859522232734164,1,1.470115879722284,11,12,-5.568,0.8547008547008548,88.0,4,11.7,6.963189985870238,5,24,4,2,0.3707326799999999,1999,1056.0,0,1.6700468704431626,24,2.0512820512820515,1,10
14,0.33146903820816864,,1.22,0.9999960965134934,,0.47626953642384107,1,,12,12,-0.28700000000000025,2.347826086956522,86.16666666666667,5,11.5,5.067774395160613,3,41,2,4,,1982,1034.0,0,,41,3.5652173913043477,1,27
16,0.3734159779614325,,1.33,0.9959237897028183,0.80946,0.5513247398297068,3,1.6430706891013764,12,12,2.8050000000000024,3.0833333333333335,90.0,3,12.0,6.287077635875287,5,51,4,4,0.6030477,2002,1080.0,0,1.6246791806058127,22,4.25,3,37
1,0.2900826446280992,2000000.0,1.0,0.9952648769885244,0.80946,0.5295411542100283,0,1.2353914955649445,1,1,0.2400000000000002,3.0,90.0,0,1.0,4.51085950651685,0,4,0,1,0.6070949999999999,1996,90.0,0,1.2409779664339047,28,4.0,0,3
23,0.3093134138588684,2000000.0,1.77,0.9999959023402899,0.80946,0.42719437086092726,5,2.1866429471499518,13,13,-0.6159999999999943,2.5384615384615383,90.0,7,13.0,7.065613363597717,3,56,1,3,0.54962334,1996,1170.0,0,1.7209150559855853,28,4.3076923076923075,5,33
3,0.2900826446280992,,3.0,0.9682699983970502,0.80946,0.2534295175023652,0,3.7061744866948336,1,1,-1.1399999999999997,3.0,90.0,1,1.0,3.3831446298876373,0,6,0,0,0.40473,2005,90.0,0,0.9187959182603801,19,6.0,0,3
11,0.3257969303423849,,1.59,0.9987039338055835,0.80946,0.4123545411542101,0,1.964272477948262,7,7,-1.3949999999999978,2.898550724637681,88.71428571428571,4,6.9,6.432940092739179,1,31,1,2,0.5221017,1997,621.0,0,1.5933073405374056,26,4.492753623188405,0,20
2,0.2881866796305299,650000.0,1.18,0.9774247891617887,0.80946,0.5771692526017029,0,1.4577619647666344,2,2,1.7160000000000002,5.882352941176471,76.0,0,1.7,5.030437921392435,1,12,0,1,0.6742801799999999,1992,152.0,0,1.3610894925967156,32,7.0588235294117645,0,10
11,0.2900826446280992,,2.2,0.9923113016953429,0.80946,0.32264465468306536,0,2.7178612902428783,5,5,-2.6189999999999993,3.4,90.0,4,5.0,5.928123319317598,0,27,0,1,0.48000977999999994,1991,450.0,0,1.4520169541596173,33,5.4,0,17
33,0.4403790270930704,,1.26,0.9949808715374104,0.80946,0.3253751182592244,2,1.5565932844118302,27,27,-6.559999999999997,1.9011406844106464,87.55555555555556,4,26.3,7.5354773018982515,11,82,8,12,0.49377059999999995,1991,2364.0,0,1.8120175085436465,33,3.11787072243346,1,50
29,0.44774628143382855,4000000.0,0.91,0.9931621072336538,,0.6913708136234626,4,,32,32,8.140000000000008,2.53125,90.0,4,32.0,7.2489623889269215,20,110,13,8,,1988,2880.0,0,,35,3.4375,3,81
2,0.5400826446280993,1000000.0,1.43,0.9998033584747218,,0.4569388363292337,0,,1,2,-0.13799999999999946,2.857142857142857,63.0,0,1.4,4.844187086458591,1,6,1,0,,1992,126.0,0,,32,4.285714285714286,0,4
23,0.3398357383150999,,1.51,0.9919693812740998,,0.6223590823084199,5,,16,16,6.722999999999997,3.947368421052632,85.4375,8,15.2,6.498994588364245,2,83,0,6,,2002,1367.0,0,,22,5.460526315789474,4,60
53,0.3323876112907734,20000000.0,1.47,0.9999989508682889,,0.43336778618732297,5,,36,36,-1.4999999999999847,2.690217391304348,90.0,15,36.8,6.871091622670315,7,150,7,15,,2002,3240.0,0,,21,4.076086956521739,5,99
35,0.395345802522836,25000000.0,0.92,0.9871761215561766,,0.8490000000000001,4,,38,38,15.855000000000015,3.0789473684210527,90.0,9,38.0,8.137688184977605,20,151,16,9,,1999,3420.0,0,,24,3.973684210526316,4,117
3,0.3734159779614325,1000000.0,1.0,0.992319714581358,0.80946,0.5520323557237465,0,1.2353914955649445,3,3,1.027000000000001,3.3333333333333335,90.0,0,3.0,5.265991691626919,0,13,1,3,0.62247474,1990,270.0,0,1.4207096573190532,34,4.333333333333333,0,10
52,0.41927715465328186,6500000.0,1.75,0.999323195649314,,0.33472350993377514,4,,30,30,-5.074999999999989,3.1313131313131315,89.2,21,29.7,7.103206839168316,2,145,2,7,,2001,2676.0,0,,22,4.882154882154882,2,93
45,0.43360342264208346,2000000.0,1.41,0.9989105855872455,0.80946,0.35411225165562943,3,1.7419020087465718,32,32,-5.249999999999991,2.46875,90.0,14,32.0,7.9658927350845286,6,125,6,12,0.52453008,1998,2880.0,0,1.906464690756897,26,3.90625,1,79
2,0.29330578512396693,,1.98,0.9934778846201034,,0.38298533585619676,0,,1,2,-0.44999999999999984,3.0,45.5,0,1.0,4.295699148196588,0,5,0,1,,2000,91.0,0,,23,5.0,0,3
37,0.539794136563991,18000000.0,1.44,0.9998795479019158,,0.4733411542100287,2,,26,26,0.24000000000001354,3.1640625,88.73076923076923,8,25.6,6.969722964865191,12,120,10,6,,2002,2307.0,0,,22,4.6875,0,81
53,0.47569235755388717,3000000.0,1.89,0.9974032841708861,0.71117,0.25358017975402114,5,2.657592418127874,28,28,-8.279999999999992,3.0,90.0,14,28.0,7.362466271556644,6,138,4,8,0.44803709999999997,1990,2520.0,0,1.7512864066137082,34,4.928571428571429,2,84
3,0.4166174734356552,,0.71,0.9655195345450858,,0.6730849101229895,0,,4,5,4.1400000000000015,4.761904761904762,76.0,1,4.2,4.159959562588691,2,23,2,1,,2006,380.0,0,,18,5.476190476190476,0,20
19,0.4085036972596781,9000000.0,1.0,0.9876167050367436,,0.7020107852412486,2,,19,19,8.445999999999998,3.4210526315789473,90.0,6,19.0,7.444833273892193,7,82,9,6,,1998,1710.0,0,,26,4.315789473684211,2,65
19,0.35444873278541267,,2.11,0.9999004947500509,,0.4191906811731315,3,,9,9,0.05500000000000005,4.0,90.0,5,9.0,6.698268054115413,2,55,0,2,,1994,810.0,0,,30,6.111111111111111,2,36
46,0.4138224532452912,500000.0,2.19,0.9869421794664546,,0.12986996215704874,5,,21,21,-12.27599999999999,2.4285714285714284,90.0,14,21.0,7.544861068658458,2,99,2,5,,1993,1890.0,0,,31,4.714285714285714,3,51
0,0.8,500000.0,0.0,0.9076506200815612,,0.7117313150425733,0,,1,2,0.6200000000000001,1.5384615384615383,60.5,0,1.3,3.8432168357866052,1,2,2,0,,2004,121.0,0,,20,1.5384615384615383,0,2
49,0.3977767901550634,14000000.0,1.71,0.9994231672903526,,0.3490060075685907,3,,29,29,-4.520999999999988,3.0662020905923346,89.13793103448276,13,28.7,7.857867559331803,9,137,5,7,,1999,2585.0,0,,25,4.7735191637630665,2,88
39,0.47144654402357256,,1.33,0.9976071176717266,0.71117,0.595939687795648,3,1.8701576275714669,30,30,5.480000000000005,3.3219178082191783,87.7,7,29.2,7.402969334898495,12,137,14,11,0.5191541,1990,2631.0,0,1.8781513937140693,34,4.691780821917808,2,97
22,0.3477749523204069,,1.69,0.9923113016953429,,0.31133930936613063,1,,13,13,-5.237999999999999,2.4615384615384617,90.0,7,13.0,7.065613363597717,3,54,3,3,,1993,1170.0,0,,31,4.153846153846154,0,32
38,0.34180678255913366,,1.31,0.9990414240148155,,0.5356701513718073,4,,29,29,2.596000000000015,2.8620689655172415,90.0,2,29.0,7.39543925457718,16,118,6,11,,1989,2610.0,0,,34,4.068965517241379,4,83
47,0.3447701446280992,40000000.0,1.47,0.9998033584747218,,0.40040998107852444,4,,32,32,-2.966999999999988,2.5625,90.0,10,32.0,7.9658927350845286,16,129,7,6,,1997,2880.0,0,,26,4.03125,4,82
5,0.4400826446280992,,1.0,0.9999513415844594,,0.4995945127719962,0,,5,5,-0.03200000000000003,2.4,90.0,1,5.0,6.111467339502679,3,16,3,1,,2000,450.0,0,,24,3.2,0,12
32,0.3234159779614325,,2.13,0.9946957409179763,,0.26863448438978255,3,,15,15,-6.067999999999997,2.8,90.0,7,15.0,7.208600337960199,4,74,2,4,,1999,1350.0,0,,24,4.933333333333334,3,42
4,0.2900826446280992,800000.0,2.0,0.9979769161102846,,0.39316064333017975,0,,2,2,-0.5939999999999993,3.5,90.0,1,2.0,5.042542120327851,1,11,0,0,,1991,180.0,0,,33,5.5,0,7
16,0.3201815230224321,1200000.0,1.91,0.9785586209686514,,0.28082984862819305,2,,8,9,-4.710000000000001,1.7857142857142856,83.66666666666667,3,8.4,6.625392368007956,4,30,1,1,,1997,753.0,0,,26,3.571428571428571,2,15
64,0.3427186797078373,700000.0,1.96,0.9994231672903526,,0.31027492904446585,6,,33,33,-5.576999999999986,3.2110091743119265,89.06060606060606,21,32.7,7.746579914522745,7,169,7,5,,1991,2939.0,0,,33,5.168195718654434,6,105
5,0.3388663651956962,1500000.0,0.95,0.9897079781085139,,0.5824230368968779,0,,5,6,2.1389999999999993,3.3962264150943398,79.16666666666667,0,5.3,6.16541785423142,2,23,1,3,,1993,475.0,0,,31,4.339622641509434,0,18
15,0.4378099173553719,4000000.0,0.68,0.9999363918066518,0.71117,0.5237485335856198,2,0.9561708171042087,22,22,-0.044999999999995044,1.3636363636363635,90.0,0,22.0,6.224912778292812,18,45,13,4,0.48999613000000003,1986,1980.0,1,1.7088640217523725,38,2.0454545454545454,1,30
15,0.4378099173553719,4000000.0,0.68,0.9999363918066518,0.71117,0.5237485335856198,2,0.9561708171042087,22,22,-0.044999999999995044,1.3636363636363635,90.0,0,22.0,6.224912778292812,18,45,13,4,0.48999613000000003,1986,1980.0,1,1.7088640217523725,38,2.0454545454545454,1,30
25,0.3428913192071087,5000000.0,1.37,0.9897079781085139,,0.6723421475875115,5,,19,19,8.555999999999997,3.7912087912087915,86.26315789473684,6,18.2,7.402451520818244,9,92,4,4,,1997,1639.0,0,,26,5.054945054945055,5,69
53,0.4059193210207068,12000000.0,1.56,0.9968711016969403,,0.2657341532639549,3,,34,34,-8.839999999999993,2.4411764705882355,90.0,12,34.0,8.026496938945412,14,136,7,8,,1996,3060.0,0,,27,4.0,2,83
26,0.37628890262391446,2500000.0,2.39,0.9998033584747218,,0.3562160359508043,3,,11,12,-1.6559999999999935,4.128440366972477,81.5,8,10.9,6.88653164253051,2,72,1,1,,1994,978.0,0,,30,6.605504587155963,2,45
5,0.2900826446280992,3000000.0,1.67,0.8650188473120883,0.71117,0.23564006622516565,0,2.348243036123571,3,3,-2.8279999999999994,0.6666666666666666,90.0,1,3.0,5.602118820879701,2,7,0,0,0.20339462000000003,2000,270.0,1,1.4465354485117732,24,2.3333333333333335,0,2
5,0.2900826446280992,3000000.0,1.67,0.8650188473120883,0.71117,0.23564006622516565,0,2.348243036123571,3,3,-2.8279999999999994,0.6666666666666666,90.0,1,3.0,5.602118820879701,2,7,0,0,0.20339462000000003,2000,270.0,1,1.4465354485117732,24,2.3333333333333335,0,2
15,0.2900826446280992,750000.0,2.5,0.9934778846201034,0.71117,0.29289735099337755,1,3.5153338864125314,6,6,-3.149999999999999,3.5,90.0,2,6.0,5.9787483149041565,1,35,0,3,0.42670199999999997,2000,540.0,0,1.4419013969855383,23,5.833333333333333,1,21
2,0.2900826446280992,400000.0,1.0,0.9952648769885244,0.71117,0.5340823084200568,0,1.4061335545650127,2,2,0.4800000000000004,3.0,90.0,0,2.0,4.938572179702534,1,8,0,1,0.5333775,2001,180.0,0,1.3182809050445516,23,4.0,0,6
37,0.561371785672007,,1.32,0.9999747573296394,0.71117,0.4419960264900662,5,1.8560962920258168,28,28,-1.5540000000000014,2.5357142857142856,90.0,9,28.0,7.83241092718792,8,111,8,11,0.4807509199999999,1992,2520.0,0,1.9326407411271092,31,3.9642857142857144,1,71
12,0.3838326446280992,2500000.0,1.41,0.9936445332157621,,0.5604475402081361,1,,8,9,3.265999999999998,4.117647058823529,85.0,2,8.5,5.645004844279502,5,46,3,1,,2003,765.0,0,,21,5.411764705882353,1,35
13,0.2900826446280992,,2.17,0.9880394461803513,0.71117,0.30260364238410614,1,3.0513098134060774,6,6,-3.3319999999999967,2.5,90.0,4,6.0,6.293419278846481,2,28,0,0,0.40607807,1992,540.0,0,1.5082327917607583,32,4.666666666666667,1,15
34,0.5009548863255932,2500000.0,1.33,0.9992179706826716,,0.5259124408703881,2,,26,26,2.223000000000015,3.215686274509804,88.26923076923077,6,25.5,7.274588331993089,12,117,6,8,,1990,2295.0,0,,34,4.588235294117647,0,82
12,0.3525826446280992,12000000.0,1.5,0.9880394461803513,0.71117,0.3528536423841061,0,2.1092003318475188,8,8,-3.3319999999999967,2.0,90.0,1,8.0,5.2645113098279595,4,28,2,3,0.40607807,2003,720.0,1,1.435663697957054,20,3.5,0,16
12,0.3525826446280992,12000000.0,1.5,0.9880394461803513,0.71117,0.3528536423841061,0,2.1092003318475188,8,8,-3.3319999999999967,2.0,90.0,1,8.0,5.2645113098279595,4,28,2,3,0.40607807,2003,720.0,1,1.435663697957054,20,3.5,0,16
9,0.2880681818181818,,1.89,0.9880394461803513,0.71117,0.33936523178807965,0,2.657592418127874,4,6,-2.4989999999999974,2.5,71.5,2,4.8,5.457406687818846,1,21,0,1,0.40607807,2002,429.0,0,1.3533932141441427,22,4.375,0,12
39,0.5580273615011365,3500000.0,1.18,0.9985599208896987,,0.5731775780510884,5,,33,33,3.9150000000000187,2.8181818181818183,89.96969696969697,18,33.0,7.996317231796746,8,135,9,7,,1995,2969.0,0,,28,4.090909090909091,1,93
61,0.3100826446280992,,2.44,0.9923113016953429,,0.09724635761589431,4,,25,25,-13.579999999999997,3.24,90.0,16,25.0,7.719129840906732,4,140,2,5,,1999,2250.0,0,,25,5.6,4,81
41,0.4103602870319333,4000000.0,1.28,0.9966500746638339,0.71117,0.6312556291390731,5,1.7998509498432163,32,32,6.9580000000000215,3.125,90.0,10,32.0,7.9658927350845286,13,142,9,9,0.52555463,1994,2880.0,0,1.9878250889735647,29,4.4375,4,100
57,0.3636120563928051,4500000.0,1.68,0.9992702216965846,0.71117,0.32933699148533624,3,2.362304371669221,34,34,-5.615999999999987,3.0,90.0,11,34.0,8.026496938945412,14,156,10,9,0.46510518,1995,3060.0,0,1.8825873489071514,29,4.588235294117647,3,102
11,0.2900826446280992,,2.75,0.9880394461803513,0.65177,0.27486523178807964,2,4.219279807293984,4,4,-2.4989999999999974,2.5,90.0,3,4.0,5.8888779583328805,1,21,0,0,0.37216067,1998,360.0,0,1.411676083949429,26,5.25,2,10
54,0.4053193247180002,3000000.0,1.69,0.9984006197781945,0.65177,0.3109745033112582,10,2.5929392270279394,32,32,-6.272000000000006,2.3125,90.0,13,32.0,7.726915953031993,14,128,10,5,0.4177845699999999,1991,2880.0,0,1.820731097944839,33,4.0,8,74
41,0.4132722621971774,,1.21,0.9941096392101803,0.65177,0.7196023178807947,3,1.856483115209353,34,34,10.94800000000001,3.5294117647058822,90.0,8,34.0,8.026496938945412,17,161,8,9,0.49404166,1999,3060.0,0,2.025655264596655,24,4.735294117647059,2,120
7,0.3546846927775782,600000.0,1.51,0.9952648769885244,0.65177,0.5185380794701987,0,2.3167681850959694,4,5,1.6800000000000015,4.565217391304349,83.4,1,4.6,6.035481432524756,1,28,1,2,0.48882749999999997,1992,417.0,0,1.5424327875139154,32,6.086956521739131,0,21
36,0.37096499756927565,30000000.0,1.06,0.9957959037942772,,0.6524099337748345,4,,34,34,7.056000000000006,2.676470588235294,90.0,8,34.0,7.22384724505087,17,126,11,9,,2001,3060.0,0,,22,3.7058823529411766,4,91
5,0.2900826446280992,500000.0,2.5,0.9956597157140542,0.65177,0.3400515610217597,0,3.835708915721804,2,2,-0.9749999999999994,4.5,90.0,1,2.0,5.198497031265826,1,13,0,0,0.40083854999999996,1999,180.0,0,1.296415113767806,25,6.5,0,9
3,0.4916726116306923,300000.0,1.5,0.9906833248806473,0.65177,0.5136858088930937,2,2.3014253494330825,2,2,0.7920000000000007,2.5,90.0,1,2.0,4.938572179702534,0,9,1,1,0.50707706,2001,180.0,0,1.355599621960763,23,4.5,1,5
2,0.2900826446280992,1200000.0,2.0,0.9998033584747218,,0.41418883632923376,0,,1,1,-0.13799999999999946,4.0,90.0,1,1.0,4.51085950651685,0,6,0,0,,1996,90.0,0,,28,6.0,0,4
38,0.3961153994520794,,2.11,0.99539401173668,,0.25145331125827836,3,,18,18,-7.160999999999996,3.0,90.0,13,18.0,7.390798521735676,5,93,3,0,,1994,1620.0,0,,30,5.166666666666667,2,54
47,0.3915183752672274,12000000.0,1.38,0.9938014954618443,0.65177,0.7375860927152319,5,2.117311321478436,34,34,12.530000000000012,3.8529411764705883,90.0,17,34.0,8.026496938945412,8,179,7,9,0.4953452,1999,3060.0,0,2.02651111405622,24,5.264705882352941,4,131
25,0.3321660967037143,40000000.0,1.08,0.9999747573296394,,0.4697973509933775,1,,24,24,-1.036000000000001,2.1120689655172415,87.125,1,23.2,7.645875825184813,18,74,4,5,,1999,2091.0,0,,25,3.189655172413793,1,49
51,0.3431129476584022,7000000.0,1.55,0.996295733185978,,0.6635585146641437,4,,33,33,9.672000000000008,4.090909090909091,90.0,17,33.0,7.596821181689477,10,186,7,6,,2000,2970.0,0,,23,5.636363636363637,3,135
33,0.3057076446280992,,2.06,0.9977935968373922,,0.31221258278145714,3,,16,16,-4.591999999999995,3.125,90.0,7,16.0,7.054899818119536,5,82,1,4,,1990,1440.0,0,,33,5.125,3,50
7,0.3418407212622089,600000.0,1.27,0.9862616428441139,,0.3915015610217597,0,,5,6,-2.032,1.6363636363636365,83.0,1,5.5,6.212606095751519,2,16,1,2,,1998,498.0,0,,26,2.909090909090909,0,9
6,0.2900826446280992,300000.0,2.0,0.9916114288380302,0.65177,0.493750614947966,1,3.068567132577443,3,3,1.8260000000000016,5.333333333333333,90.0,1,3.0,5.265991691626919,1,22,0,1,0.5038182099999999,1990,270.0,0,1.3637087147141966,34,7.333333333333333,1,16
8,0.2900826446280992,1200000.0,1.6,0.992319714581358,,0.526464711447493,2,,5,5,2.054000000000002,3.6,90.0,4,5.0,6.111467339502679,1,26,0,0,,1996,450.0,0,,27,5.2,2,18
19,0.395345802522836,5000000.0,1.0,0.9989137825040609,0.65177,0.5392092715231789,1,1.5342835662887215,19,19,1.5120000000000084,2.3157894736842106,90.0,3,19.0,7.444833273892193,11,63,8,5,0.46536378,1998,1710.0,0,1.8417033504422604,26,3.3157894736842106,1,44
19,0.33174931129476587,,1.58,0.9999356152070316,0.65177,0.4349384105960265,3,2.42416803473618,12,12,-0.8330000000000007,2.6666666666666665,90.0,6,12.0,6.985641817639208,2,49,2,4,0.43864120999999995,1999,1080.0,0,1.6974711350601426,25,4.083333333333333,3,32
77,0.37826290441389177,,2.26,0.9998316588223622,,0.4239183538315993,15,,34,34,0.836000000000024,3.8823529411764706,90.0,20,34.0,8.026496938945412,8,209,5,6,,1997,3060.0,0,,27,6.147058823529412,13,132
68,0.33987701672943177,,2.27,0.9984794218859658,0.65177,0.22942606433301838,7,3.482823695475398,30,30,-8.303999999999988,3.566666666666667,90.0,23,30.0,7.664336033178837,3,173,1,4,0.41843633999999996,1991,2700.0,0,1.763312583334682,33,5.766666666666667,6,107
48,0.40570541772890795,1000000.0,1.5,0.9967642703355223,0.65177,0.6316498580889309,6,2.3014253494330825,32,32,7.872000000000007,3.6875,90.0,13,32.0,7.9658927350845286,11,164,9,8,0.48100625999999996,1992,2880.0,0,1.9808593517802586,31,5.125,5,118
26,0.331193597416168,1200000.0,1.5,0.9999194427940677,0.65177,0.46349999999999997,5,2.3014253494330825,18,18,0.0,2.6436781609195403,86.83333333333333,7,17.4,7.134351863472099,5,71,3,6,0.44972129999999993,1990,1563.0,0,1.737070772048462,33,4.080459770114943,4,46
22,0.3400826446280992,,1.47,0.9998795479019158,0.65177,0.46900979186376557,2,2.2553968424444206,15,15,0.13000000000000733,2.8666666666666667,90.0,6,15.0,7.208600337960199,7,65,3,2,0.45102484000000004,1999,1350.0,0,1.7560711559013826,24,4.333333333333333,2,43
23,0.4428793687512942,,1.39,0.9914207257276813,0.65177,0.3325204824976349,3,2.1326541571413227,17,18,-5.201999999999999,1.7575757575757576,82.55555555555556,9,16.5,5.770567597703523,6,51,6,2,0.38324075999999996,1985,1486.0,0,1.4463925306027003,39,3.090909090909091,2,29
44,0.36584022038567493,10000000.0,1.33,0.9960497242292256,,0.6613315515610221,3,,33,33,8.640000000000025,3.515151515151515,90.0,10,33.0,7.9966538754626075,17,160,10,6,,1997,2970.0,0,,26,4.848484848484849,3,116
38,0.4090227894197183,,1.23,0.9884756022918092,0.65177,0.798714238410596,8,1.8871687865351274,31,31,14.553000000000013,3.5483870967741935,90.0,8,31.0,7.934155233536322,15,147,10,8,0.51424653,1999,2790.0,0,2.0338137275059025,24,4.741935483870968,7,110
36,0.43518256131081823,20000000.0,1.27,0.9962898546850842,,0.3308956953642386,2,,29,29,-6.439999999999996,2.049469964664311,87.6896551724138,13,28.3,5.88111969334501,9,92,8,7,,2005,2543.0,0,,19,3.2508833922261484,1,58
47,0.4625068508122747,8000000.0,1.38,0.9999506620394067,0.65177,0.42522961210974486,6,2.117311321478436,34,34,-2.159999999999987,2.5588235294117645,90.0,9,34.0,8.026496938945412,20,135,5,5,0.43929298,1992,3060.0,0,1.9349334647305618,32,3.9705882352941178,3,87
17,0.4615915899282699,,1.21,0.9941096392101803,,0.5922229422894987,3,,14,14,4.216000000000004,3.142857142857143,90.0,5,14.0,7.13966033596492,8,62,6,1,,1992,1260.0,0,,32,4.428571428571429,2,44
9,0.3724293022994321,,0.92,0.9984831968017015,,0.5331911069063386,2,,9,10,0.7500000000000007,1.7346938775510203,87.9,1,9.8,6.779921907472252,7,25,3,1,,1999,879.0,0,,25,2.5510204081632653,2,17
27,0.4923479277637031,12000000.0,1.59,0.9996011294458677,0.65177,0.4792578524124882,3,2.4395108703990673,17,17,0.9570000000000008,3.411764705882353,89.94117647058823,10,17.0,7.333023014386481,7,87,5,0,0.45689076999999995,1994,1529.0,0,1.822608833162593,30,5.117647058823529,1,58
14,0.4067493112947659,12000000.0,0.93,0.9823670075873484,,0.6839699621570481,4,,15,15,6.75,2.6666666666666665,90.0,3,15.0,7.208600337960199,6,54,7,6,,1994,1350.0,0,,30,3.6,4,40
1,0.2900826446280992,3000000.0,1.0,0.9952648769885244,,0.5295411542100283,0,,1,1,0.2400000000000002,3.0,90.0,0,1.0,4.285316531191007,1,4,0,0,,2001,90.0,0,,23,4.0,0,3
2,0.2900826446280992,300000.0,2.0,0.9952648769885244,,0.4545411542100284,1,,1,1,0.2400000000000002,2.0,90.0,1,1.0,4.059773555865164,0,4,0,0,,2002,90.0,0,,22,4.0,1,2
